"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"01001499999","2021-02-01T06:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.41","23","25","","","","","93","","","","6.15","","120","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 010550Z 12002KT CAVOK M04/M05 Q0996=","","","","","","","","","",""
"01001499999","2021-02-01T07:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.44","27","27","","","","","100","","","","6.15","","200","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 010620Z 20003KT CAVOK M03/M03 Q0997=","","","","","","","","","",""
"01001499999","2021-02-01T08:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.44","23","27","","","","","86","","","","6.15","","080","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 010720Z 08004KT CAVOK M03/M05 Q0997=","","","","","","","","","",""
"01001499999","2021-02-01T08:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.44","23","25","","","","","93","FEW:02 14","","","6.21","","060","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET053METAR ENSO 010750Z 06002KT 9999 FEW014 M04/M05 Q0997=","","","","","","","","","",""
"01001499999","2021-02-01T09:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.47","25","27","","","","","93","FEW:02 14","","","6.21","","120","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET053METAR ENSO 010820Z 12006KT 9999 FEW014 M03/M04 Q0998=","","","","","","","","","",""
"01001499999","2021-02-02T07:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.62","18","25","","","","","74","FEW:02 20","","","6.21","","120","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET053METAR ENSO 020650Z 12010KT 9999 FEW020 M04/M08 Q1003=","","","","","","","","","",""
"01001499999","2021-02-02T08:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.62","19","25","","","","","80","FEW:02 25","","","6.21","","110","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET053METAR ENSO 020720Z 11009KT 9999 FEW025 M04/M07 Q1003=","","","","","","","","","",""
"01001499999","2021-02-02T08:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.62","19","25","","","","","80","SCT:04 25","","","6.21","","110","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET053METAR ENSO 020750Z 11009KT 9999 SCT025 M04/M07 Q1003=","","","","","","","","","",""
"01001499999","2021-02-02T09:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.62","19","25","","","","","80","SCT:04 25","","","6.21","","110","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET053METAR ENSO 020820Z 11009KT 9999 SCT025 M04/M07 Q1003=","","","","","","","","","",""
"01001499999","2021-02-02T09:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.62","21","27","","","","","80","FEW:02 25 SCT:04 50","","","6.21","","110","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET060METAR ENSO 020850Z 11008KT 9999 FEW025 SCT050 M03/M06 Q1003=","","","","","","","","","",""
"01001499999","2021-02-02T10:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.62","19","27","","","","","74","FEW:02 25 SCT:04 50","","","6.21","","110","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET060METAR ENSO 020920Z 11010KT 9999 FEW025 SCT050 M03/M07 Q1003=","","","","","","","","","",""
"01001499999","2021-02-02T10:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.62","19","27","","","","","74","FEW:02 25 SCT:04 50","","","6.21","","110","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET060METAR ENSO 020950Z 11008KT 9999 FEW025 SCT050 M03/M07 Q1003=","","","","","","","","","",""
"01001499999","2021-02-02T11:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.62","19","27","","","","","74","FEW:02 25 SCT:04 50","","","6.21","","120","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET060METAR ENSO 021020Z 12007KT 9999 FEW025 SCT050 M03/M07 Q1003=","","","","","","","","","",""
"01001499999","2021-02-02T11:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.62","19","27","","","","","74","FEW:02 25 SCT:04 50","","","6.21","","110","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET060METAR ENSO 021050Z 11007KT 9999 FEW025 SCT050 M03/M07 Q1003=","","","","","","","","","",""
"01001499999","2021-02-02T12:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.62","19","27","","","","","74","FEW:02 25 SCT:04 50","","","6.21","","100","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET060METAR ENSO 021120Z 10007KT 9999 FEW025 SCT050 M03/M07 Q1003=","","","","","","","","","",""
"01001499999","2021-02-02T12:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.65","19","28","","","","","69","FEW:02 25 SCT:04 50","","","6.21","","110","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET060METAR ENSO 021150Z 11008KT 9999 FEW025 SCT050 M02/M07 Q1004=","","","","","","","","","",""
"01001499999","2021-02-02T13:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.62","18","28","","","","","64","FEW:02 25 SCT:04 50","","","6.21","","110","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET060METAR ENSO 021220Z 11009KT 9999 FEW025 SCT050 M02/M08 Q1003=","","","","","","","","","",""
"01001499999","2021-02-04T07:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.09","14","23","","","","","68","FEW:02 35","","","6.21","","VRB","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET061METAR ENSO 040650Z 10008KT 050V120 9999 FEW035 M05/M10 Q1019=","","","","","","","","","",""
"01001499999","2021-02-04T08:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.09","12","21","","","","","68","SCT:04 35","","","6.21","","VRB","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET061METAR ENSO 040720Z 13006KT 090V160 9999 SCT035 M06/M11 Q1019=","","","","","","","","","",""
"01001499999","2021-02-04T08:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.12","14","23","","","","","68","SCT:04 35","","","6.21","","VRB","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET061METAR ENSO 040750Z 13005KT 080V160 9999 SCT035 M05/M10 Q1020=","","","","","","","","","",""
"01001499999","2021-02-04T09:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.12","14","23","","","","","68","SCT:04 37","","","6.21","","VRB","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET061METAR ENSO 040820Z 14005KT 110V190 9999 SCT037 M05/M10 Q1020=","","","","","","","","","",""
"01001499999","2021-02-04T09:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.15","14","23","","","","","68","SCT:04 38","","","6.21","","VRB","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET061METAR ENSO 040850Z 13007KT 100V160 9999 SCT038 M05/M10 Q1021=","","","","","","","","","",""
"01001499999","2021-02-04T10:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.15","14","25","","","","","63","SCT:04 37","","","6.21","","VRB","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET061METAR ENSO 040920Z 13007KT 100V160 9999 SCT037 M04/M10 Q1021=","","","","","","","","","",""
"01001499999","2021-02-04T10:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.15","14","25","","","","","63","FEW:02 37","","","6.21","","VRB","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET061METAR ENSO 040950Z 12007KT 070V150 9999 FEW037 M04/M10 Q1021=","","","","","","","","","",""
"01001499999","2021-02-04T11:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.18","14","25","","","","","63","FEW:02 37","","","6.21","","VRB","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET061METAR ENSO 041020Z 12008KT 080V150 9999 FEW037 M04/M10 Q1022=","","","","","","","","","",""
"01001499999","2021-02-04T11:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.18","16","25","","","","","69","FEW:02 37","","","6.21","","120","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET053METAR ENSO 041050Z 12009KT 9999 FEW037 M04/M09 Q1022=","","","","","","","","","",""
"01001499999","2021-02-04T12:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.18","16","27","","","","","64","FEW:02 37","","","6.21","","120","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET053METAR ENSO 041120Z 12009KT 9999 FEW037 M03/M09 Q1022=","","","","","","","","","",""
"01001499999","2021-02-04T12:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.18","16","27","","","","","64","FEW:02 37","","","6.21","","120","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET053METAR ENSO 041150Z 12011KT 9999 FEW037 M03/M09 Q1022=","","","","","","","","","",""
"01001499999","2021-02-04T13:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.18","16","27","","","","","64","FEW:02 37","","","6.21","","VRB","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET061METAR ENSO 041220Z 11008KT 080V140 9999 FEW037 M03/M09 Q1022=","","","","","","","","","",""
"01001499999","2021-02-05T06:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.30","3","19","","","","","49","","","","6.15","","060","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 050520Z 06003KT CAVOK M07/M16 Q1026=","","","","","","","","","",""
"01001499999","2021-02-05T06:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.30","7","19","","","","","58","","","","6.15","","070","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 050550Z 07006KT CAVOK M07/M14 Q1026=","","","","","","","","","",""
"01001499999","2021-02-05T07:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.30","5","18","","","","","58","","","","6.15","","050","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 050620Z 05005KT CAVOK M08/M15 Q1026=","","","","","","","","","",""
"01001499999","2021-02-05T07:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.30","5","19","","","","","53","","","","6.15","","100","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 050650Z 10002KT CAVOK M07/M15 Q1026=","","","","","","","","","",""
"01001499999","2021-02-05T08:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.30","5","18","","","","","58","","","","6.15","","060","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 050720Z 06005KT CAVOK M08/M15 Q1026=","","","","","","","","","",""
"01001499999","2021-02-05T08:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.30","3","21","","","","","45","","","","6.15","","030","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 050750Z 03004KT CAVOK M06/M16 Q1026=","","","","","","","","","",""
"01001499999","2021-02-05T09:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.33","3","18","","","","","53","","","","6.15","","050","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 050820Z 05003KT CAVOK M08/M16 Q1027=","","","","","","","","","",""
"01001499999","2021-02-05T09:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.33","5","21","","","","","49","","","","6.15","","VRB","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 050850Z VRB01KT CAVOK M06/M15 Q1027=","","","","","","","","","",""
"01001499999","2021-02-05T10:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.33","7","21","","","","","54","","","","6.15","","040","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 050920Z 04005KT CAVOK M06/M14 Q1027=","","","","","","","","","",""
"01001499999","2021-02-05T10:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.33","9","21","","","","","58","","","","6.15","","060","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 050950Z 06006KT CAVOK M06/M13 Q1027=","","","","","","","","","",""
"01001499999","2021-02-05T11:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.36","10","25","","","","","54","","","","6.15","","090","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 051020Z 09005KT CAVOK M04/M12 Q1028=","","","","","","","","","",""
"01001499999","2021-02-05T11:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.36","10","27","","","","","50","","","","6.15","","090","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 051050Z 09004KT CAVOK M03/M12 Q1028=","","","","","","","","","",""
"01001499999","2021-02-05T12:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.36","10","27","","","","","50","","","","6.15","","090","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 051120Z 09005KT CAVOK M03/M12 Q1028=","","","","","","","","","",""
"01001499999","2021-02-05T12:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.36","10","27","","","","","50","","","","6.15","","VRB","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET055METAR ENSO 051150Z 09006KT 050V130 CAVOK M03/M12 Q1028=","","","","","","","","","",""
"01001499999","2021-02-05T13:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.36","9","27","","","","","46","","","","6.15","","VRB","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET055METAR ENSO 051220Z 10010KT 080V140 CAVOK M03/M13 Q1028=","","","","","","","","","",""
"01001499999","2021-02-08T08:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.27","9","19","","","","","63","","","","6.15","","090","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 080750Z 09004KT CAVOK M07/M13 Q1025=","","","","","","","","","",""
"01001499999","2021-02-08T09:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.27","7","19","","","","","58","","","","6.15","","070","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 080820Z 07003KT CAVOK M07/M14 Q1025=","","","","","","","","","",""
"01001499999","2021-02-08T09:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.27","7","19","","","","","58","","","","6.15","","010","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 080850Z 01003KT CAVOK M07/M14 Q1025=","","","","","","","","","",""
"01001499999","2021-02-08T10:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.27","9","21","","","","","58","","","","6.15","","350","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 080920Z 35003KT CAVOK M06/M13 Q1025=","","","","","","","","","",""
"01001499999","2021-02-08T10:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.27","12","23","","","","","63","","","","6.15","","020","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 080950Z 02003KT CAVOK M05/M11 Q1025=","","","","","","","","","",""
"01001499999","2021-02-08T11:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.27","14","25","","","","","63","","","","6.15","","010","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 081020Z 01003KT CAVOK M04/M10 Q1025=","","","","","","","","","",""
"01001499999","2021-02-08T11:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.24","7","25","","","","","46","","","","6.15","","350","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 081050Z 35004KT CAVOK M04/M14 Q1024=","","","","","","","","","",""
"01001499999","2021-02-08T12:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.24","7","27","","","","","43","","","","6.15","","350","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 081120Z 35003KT CAVOK M03/M14 Q1024=","","","","","","","","","",""
"01001499999","2021-02-08T12:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.24","9","28","","","","","43","","","","6.15","","VRB","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 081150Z VRB02KT CAVOK M02/M13 Q1024=","","","","","","","","","",""
"01001499999","2021-02-08T13:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","30.21","7","30","","","","","37","","","","6.15","","VRB","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENSO 081220Z VRB02KT CAVOK M01/M14 Q1023=","","","","","","","","","",""
